text,tokens,headers,metadata,chunk_id,page_number,sentence_chunk,chunk_char_count,chunk_word_count,chunk_token_count,source_file,embedding
"

BO GIAO DVC VA DAO TAO 
LONG HOA XA. HO CIIU NGHIA VIVI' NAM 
TRUbNG DAI HOC FPT 	
DOc 14p - Tv do - 11#nh phtic 
SO: 393/QD-DHFPT 	
Ha NOi, ngay 10 Chang 05 nam 2022 
QUYET DINH 
Ban hanh Quy cite ciao tat) trinh do Th#c si tai Trirling Dai hoc FPT 
IIIEU TRIXONG TRIXONG DAI HOC FPT 
Can cu Quyet dinh so 208/2006/QD-TTg ngay 08/9/2006 awl Thu twang chinh pha 
cho phep thanh lap Truang Dai hoc FPT; 
Can cer Nghi dinh so 99/2019/ND-CP ngay 30/12/2019 caa Thu twang Chinh pha 
guy dinh chi tiet va huang dan thi hanh mot so dieu caa Lugt saw dOi, bo sung mot so 
dieu ctia Lugt Giao duc dai hoc; 
Can ar Thong tit. 23/2021/TT-BGDDT ngay 30/08/2021 caa BO Truang BO 
GD&DT ye viec ban hanh Quy the tuyen sinh va dao tgo trinh dO thgc si, 
Can ar Quy the to chirc va hogt clOng caa Truang Dai hoc FPT Ave ban hanh 
theo Quyet dinh so 1017/QD-D1-1FPT ngay 01/9/2021 caa Chu tich FIN dang trwang 
Truang Dai hoc FPT; 
Theo de nghi caa Vien truing Vien Quan tri va Gong nghe FSB. 
QUYET DINH: 
Dieu 1. Ban hanh Quy the dao tao trinh do Mac si tai True/11g dai hoc FPT. 
Dieu 2. Quyet dinh nay có hieu ltrc thi hanh ke tix ngay lc)"",  va thay the cho quyet 
dinh so: 682/QD-DHFPT ngay 11/07/2017 dm Hieu trtrong Tnremg dai hoc FPT ve viec 
ban hanh Quy the dao tab trinh de Thac si. 
Dieu 3. Giam dcic cac Phan hieu, Vien trtremg Vien Quart tri va Cong nghe FSB, 
Truang phong Nghien ciru va Oat trien FSB, Truang ban Dao tao FSB, Truang ban Ke 
toan FE, Trtthng phong Tuyen sinh FSB, Twang ban Dam bac) chat ltrong FE, Truang 
phong Kiern soat chat luong FE, Truang phong To chirc va Quail ly dao tao FSB, 
TnrOng phong Cong tac hoc vien FSI3, va cac bO phan, ca nhan lien quan chiu trach 
nhiem thi hanh Quyet dinh nay./. 
IIIEU TRIMING 
No'i nhein: 
- Nhu DiL 3 (de t/h); 
- Ban DiL hanh (- b/c); 
- Wu: VT. 
Nguyen KhAc Thanh 
•",770,[],{'source_file': 'Ban hành Quy chế đào tạo trình độ Thạc sĩ.pdf'},1,0,"

BO GIAO DVC VA DAO TAO 
LONG HOA XA. HO CIIU NGHIA VIVI' NAM 
TRUbNG DAI HOC FPT 	
DOc 14p - Tv do - 11#nh phtic 
SO: 393/QD-DHFPT 	
Ha NOi, ngay 10 Chang 05 nam 2022 
QUYET DINH 
Ban hanh Quy cite ciao tat) trinh do Th#c si tai Trirling Dai hoc FPT 
IIIEU TRIXONG TRIXONG DAI HOC FPT 
Can cu Quyet dinh so 208/2006/QD-TTg ngay 08/9/2006 awl Thu twang chinh pha 
cho phep thanh lap Truang Dai hoc FPT; 
Can cer Nghi dinh so 99/2019/ND-CP ngay 30/12/2019 caa Thu twang Chinh pha 
guy dinh chi tiet va huang dan thi hanh mot so dieu caa Lugt saw dOi, bo sung mot so 
dieu ctia Lugt Giao duc dai hoc; 
Can ar Thong tit. 23/2021/TT-BGDDT ngay 30/08/2021 caa BO Truang BO 
GD&DT ye viec ban hanh Quy the tuyen sinh va dao tgo trinh dO thgc si, 
Can ar Quy the to chirc va hogt clOng caa Truang Dai hoc FPT Ave ban hanh 
theo Quyet dinh so 1017/QD-D1-1FPT ngay 01/9/2021 caa Chu tich FIN dang trwang 
Truang Dai hoc FPT; 
Theo de nghi caa Vien truing Vien Quan tri va Gong nghe FSB. 
QUYET DINH: 
Dieu 1. Ban hanh Quy the dao tao trinh do Mac si tai True/11g dai hoc FPT. 
Dieu 2. Quyet dinh nay có hieu ltrc thi hanh ke tix ngay lc)"",  va thay the cho quyet 
dinh so: 682/QD-DHFPT ngay 11/07/2017 dm Hieu trtrong Tnremg dai hoc FPT ve viec 
ban hanh Quy the dao tab trinh de Thac si. 
Dieu 3. Giam dcic cac Phan hieu, Vien trtremg Vien Quart tri va Cong nghe FSB, 
Truang phong Nghien ciru va Oat trien FSB, Truang ban Dao tao FSB, Truang ban Ke 
toan FE, Trtthng phong Tuyen sinh FSB, Twang ban Dam bac) chat ltrong FE, Truang 
phong Kiern soat chat luong FE, Truang phong To chirc va Quail ly dao tao FSB, 
TnrOng phong Cong tac hoc vien FSI3, va cac bO phan, ca nhan lien quan chiu trach 
nhiem thi hanh Quyet dinh nay./. 
IIIEU TRIMING 
No'i nhein: 
- Nhu DiL 3 (de t/h); 
- Ban DiL hanh (- b/c); 
- Wu: VT. 
Nguyen KhAc Thanh 
•",1830,365,770,Ban hành Quy chế đào tạo trình độ Thạc sĩ.pdf,"[-0.04179736 -0.0539304  -0.00792733  0.04312262  0.00612124 -0.00834555
  0.0401986  -0.05289687 -0.05403522  0.0535601  -0.03750405 -0.04909181
 -0.04781317 -0.0533094   0.03716452  0.04558223  0.02321045  0.05301215
  0.03674482 -0.03873184  0.05287013  0.05355108  0.03176335  0.04557547
 -0.02807028 -0.05248119 -0.0261611  -0.05234016 -0.053905   -0.00060889
  0.05407397 -0.02438258 -0.05368062 -0.05361019  0.03683284  0.05360665
  0.01705903  0.04354524 -0.01795241  0.03222254 -0.0470679  -0.01775245
 -0.04321437  0.05398835  0.01343119  0.04941668  0.05343476  0.00076613
 -0.00149354 -0.05285453 -0.05065453  0.0409781  -0.05407996 -0.05396249
  0.0033039   0.03202341  0.05407263  0.04064641 -0.05407818 -0.05380641
  0.05144604  0.02815543 -0.05034383 -0.03505456  0.00300961 -0.0540788
 -0.00597803 -0.03770858  0.05401457 -0.02139715 -0.0067047   0.05391066
  0.03481637  0.05389934 -0.04635007  0.05336984 -0.01595671 -0.0539791
 -0.05277157 -0.05036987 -0.05211744  0.05401133  0.03988924 -0.02523725
  0.05112696  0.03716838  0.03178585  0.04918697 -0.04659654  0.01319964
  0.00794935  0.03785871  0.04884229  0.05202843 -0.03119987  0.05407569
  0.020889    0.05407996 -0.02371491  0.03146455  0.04511793 -0.05348295
 -0.05406876  0.05353777  0.05407488  0.05400115  0.03939398 -0.05376288
  0.04326132 -0.05015353 -0.02418859 -0.05397582 -0.0212064   0.04901235
  0.05197166 -0.02753557 -0.05362077 -0.05379854 -0.05380234 -0.05272921
 -0.03698513  0.05363525  0.04292904  0.01982882  0.0540666  -0.03128019
  0.0539206  -0.05383981  0.02806232  0.02970184 -0.04535989 -0.03818443
  0.05407996 -0.01119099 -0.03236916  0.04355049  0.04975209 -0.04561
 -0.05383678 -0.05141122  0.05317851  0.05407996  0.04911822  0.03829601
 -0.05306361 -0.0523077  -0.03845662  0.05364197 -0.00347707  0.05390516
 -0.05030507 -0.05398793  0.03315404  0.01451381 -0.02923391  0.05387596
 -0.03566866 -0.05107884  0.01201781  0.05270761 -0.05407501 -0.04830349
  0.05405037 -0.01771891 -0.01947679  0.05377492 -0.05213918  0.0361244
 -0.05400525 -0.03587395  0.05402526 -0.01745816 -0.05373456  0.05195669
 -0.05383819 -0.04920847 -0.04773018 -0.05017827 -0.04443076 -0.05403546
  0.03852169 -0.01326849 -0.05387915 -0.04713858  0.03942411 -0.05242782
  0.02767495  0.05357885 -0.04079045  0.02145025  0.05341959  0.05396919
  0.01925401 -0.05400448 -0.05356964 -0.05405414 -0.05298284  0.04989447
  0.05371249 -0.04937415 -0.05176176  0.01726869  0.04857779  0.05396832
 -0.03481722  0.0334228  -0.05401906 -0.04559779  0.00432498 -0.05275154
  0.0112648  -0.05292817  0.04959011  0.05373925 -0.05407996  0.03876064
 -0.03797788  0.03626511  0.01590638  0.05399755  0.01597896 -0.05399505
  0.05283405  0.0535725  -0.04081299 -0.05407991 -0.05398424 -0.05407829
 -0.04638567 -0.05151951 -0.04361743  0.04616518  0.05377074 -0.05407955
 -0.05374292 -0.02393818  0.05055351 -0.0535618   0.04539859  0.01986994
  0.05227499  0.03592981  0.05302084  0.02092959  0.05281362  0.05287476
  0.0453399   0.02657717  0.05399982  0.05006497  0.04594559 -0.04908777
  0.03685568 -0.05188267  0.05341402 -0.0540797   0.04907741  0.05407996
  0.0540459   0.01907561 -0.02858868 -0.03339653  0.05355364  0.05406426
 -0.03903782  0.05079447 -0.01037407 -0.03621339 -0.05407217  0.05278419
 -0.05326954  0.05407934 -0.05367212  0.02157171  0.05031462 -0.03788576
  0.05385854  0.05386088  0.04811053  0.0540375  -0.04927551  0.05124062
  0.04884132 -0.05172801  0.04329551  0.05251997 -0.01167073  0.05057472
 -0.02414554  0.05362035 -0.0261107  -0.04060116  0.04830242 -0.04269176
  0.03894044  0.03978539  0.03747771  0.05207387 -0.02591811 -0.03513122
 -0.05370061  0.03941767  0.02783469  0.05392781  0.00242864  0.0511024
 -0.01764138 -0.05403136  0.02193972  0.05407294  0.05366077 -0.00441365
 -0.05404144 -0.046756    0.03276215 -0.01457098  0.05021601 -0.03973243
  0.00850024 -0.0540769  -0.03984252 -0.02952098  0.05407514 -0.03105022
  0.0518899  -0.0540231  -0.05350687  0.0468644  -0.05096314  0.05186158
 -0.03751966 -0.05375703 -0.04300309  0.05407098 -0.0524436  -0.01079841
  0.05136664  0.05285018  0.05196247 -0.05331254 -0.05266037 -0.05295042
  0.05407798  0.05217737  0.04052339  0.04807251 -0.03377153 -0.04784756
  0.04999028  0.01962559  0.00205681  0.0295413   0.0322967   0.05222886
  0.05243604  0.04572259 -0.05407996  0.00837929 -0.05403956  0.05198018
  0.0427703   0.02479651 -0.03913047  0.05400247  0.0485094   0.04881726
  0.050725    0.04406998 -0.05142041 -0.04142796  0.05352782 -0.05405327
 -0.04723141  0.05358813  0.05364854  0.04193407 -0.05399963 -0.04604425
 -0.05271043 -0.03934658  0.01202517 -0.05396036 -0.04716104 -0.05352789
  0.00177087 -0.05399095  0.05407733 -0.02072293  0.05290679 -0.00063416
  0.05394343 -0.05407671  0.0471338  -0.04548715  0.01058745  0.01966641
 -0.04443189 -0.05407331  0.00225364  0.02156009  0.02541725 -0.00957268
 -0.00048061  0.04937731 -0.05403182 -0.05236642  0.0293693   0.05074422
  0.02861914  0.03946769 -0.0540641  -0.03303213 -0.02785027  0.05118876
 -0.05287535 -0.05404196  0.05377798 -0.05331549  0.05284403 -0.03360677
 -0.05342106 -0.05236048 -0.05350751  0.00697296 -0.03126928  0.05224596
 -0.05407492 -0.04395218 -0.05360706  0.03719936 -0.02200446  0.05372014
  0.05050059  0.04276054 -0.03139382 -0.02895598 -0.05407085  0.0315161
 -0.05399156  0.04745301  0.00838982  0.03602616 -0.03266458 -0.05148468
 -0.03124776 -0.01106676 -0.02388452  0.01462539 -0.05383667 -0.0535493
  0.01975447 -0.05043611 -0.04756091  0.02184898  0.05099797 -0.05407996
 -0.01786702  0.05407992 -0.03713634 -0.05407869  0.03408438  0.03159072
 -0.03276207 -0.05300098  0.03403488 -0.04465285 -0.05142732 -0.03119473
  0.01734795  0.04361907 -0.03928771 -0.05031438  0.05324237  0.05196849
  0.01124221 -0.03092203  0.04379096  0.05360211  0.01492437  0.05281962
 -0.05407492  0.05397812 -0.0524288  -0.03348402  0.05347619  0.05404717
 -0.03483414  0.05322945 -0.01614038  0.05399529 -0.01403182  0.03991623
 -0.04429784  0.0056718  -0.0540515   0.01477125 -0.0432928  -0.0465238
 -0.0540546   0.0289491  -0.05123862 -0.05371435 -0.04287481 -0.05407996
 -0.04202997  0.05205451  0.05406531 -0.05305249  0.05288816  0.05202161
 -0.03766197 -0.05407942]"
"2. Thai gian theo ke hoach hoc tap chuAn toan khoa cua cac chuang trinh dao tao Thac

2. Thai gian theo ke hoach hoc tap chuAn toan khoa cua cac chuang trinh dao tao Thac 
si cua Truemg la tir 1,5 den 2 nam hoc. Thai gian t6i da de hoc vien hoan thanh kit& 
hoc la 4 nam ke tir ngay nhAp h9c. 
Dieu 4. Cong nh4n ket qua hue tap va chuyen did tin chi 
1. Ngtrai hoc dugc xem xet cong nhan va chuyen d6i tin chi dm mot s6 hoc phAn khi 
da hoc mot chuang trinh dao tao Thac si khac ding chuyen nganh theo quy dinh tai 
Dieu 14 Nghi dinh se; 99/2019/ND-CP ngdy 30 thang 12 nam 2019 dm Chinh phu 
quy dinh chi tiet va htrang dan thi hanh mot s6 diet' cua Lust sera d6i, b6 sung mot 
se) dieu cua Luat Gido dvc dai hoc. S6 tin chi dugc cong nhAn va chuyen d6i khong 
vtrat qua 30 tin chi. 
2. Sinh vien dang h9c cac chuang trinh dao tao dai hoc cua Truemg Dai h9c FPT (bao 
g6m ca cac chuang trinh dai hoc lien ket qu6c te) co h9c luc tinh theo diem trung 
binh tich luy x6p lc* kha troy len c6 the dugc dang 14.  h9c truac mot s6 hoc phAn cua 
chuang trinh dao tao Thac si. S6 tin chi dugc cong nhan khong vtrat qua 15 tin chi. 
3. Nhang hoc phAn (lilac xem xet cong nhAn va chuyen d6i tin chi theo khoan (1) va 
(2) dieu nay can dap ling cac yeu cAu dtrai day: 
a) Dap irng chuan dAu ra, yeu cAu ve giang vien, kh6i lugng h9c tap cua hoc phan 
trong chuang trinh dao tao Thac si. 
b) Diem danh gia dat tir diern'C (hoac twang duang) trof len. 
c) Thai diem hoan thanh kh6ng qua 5 nam tinh tai tiled diem xet cong nhan, chuyen 
4. Twang xet duyet dixa tren don de nghi dm hoc vien. Neu dugc chap thuan du dieu 
kien chuyen d6i theo quy dinh tai khoan (1) va (2) dieu nay, hoc vien dugc mien hoc 
va mien hoc phi hoc phAn chuyen d6i. Diem hoc phAn chuyen d6i dugc ghi than la 
""Dat"" tren bang diem tot nghiep Thac si (a mix diem cac hoc phAn chuyen d6i). 
Chuang II 
To cllec VA QUAN LV DAO TAO 
Dieu 5. Tochircdaotao 
1. Dia diem ciao tao tai cac ca sa giang day va lam viec cua Vien Quail tri va Cong 
nghe FSB, thu6c Trueng Dai hoc FPT. 
2. Tieu chuAn, trach nhiern va quyen han cua giang vien tham gia giang day trinh d6 
Thac si phai tuan thu cac quy dinh h*i hanh tai DiL 54, Dieu 55, Dieu 57 va Dieu 
58 LuAt Gido due dai hoc (da dugc sira d6i, b6 sung nam 2018). 
3",908,['2. Thai gian theo ke hoach hoc tap chuAn toan khoa cua cac chuang trinh dao tao Thac'],{'source_file': 'Ban hành Quy chế đào tạo trình độ Thạc sĩ.pdf'},3,2,"2. Thai gian theo ke hoach hoc tap chuAn toan khoa cua cac chuang trinh dao tao Thac

2. Thai gian theo ke hoach hoc tap chuAn toan khoa cua cac chuang trinh dao tao Thac 
si cua Truemg la tir 1,5 den 2 nam hoc. Thai gian t6i da de hoc vien hoan thanh kit& 
hoc la 4 nam ke tir ngay nhAp h9c. 
Dieu 4. Cong nh4n ket qua hue tap va chuyen did tin chi 
1. Ngtrai hoc dugc xem xet cong nhan va chuyen d6i tin chi dm mot s6 hoc phAn khi 
da hoc mot chuang trinh dao tao Thac si khac ding chuyen nganh theo quy dinh tai 
Dieu 14 Nghi dinh se; 99/2019/ND-CP ngdy 30 thang 12 nam 2019 dm Chinh phu 
quy dinh chi tiet va htrang dan thi hanh mot s6 diet' cua Lust sera d6i, b6 sung mot 
se) dieu cua Luat Gido dvc dai hoc. S6 tin chi dugc cong nhAn va chuyen d6i khong 
vtrat qua 30 tin chi. 
2. Sinh vien dang h9c cac chuang trinh dao tao dai hoc cua Truemg Dai h9c FPT (bao 
g6m ca cac chuang trinh dai hoc lien ket qu6c te) co h9c luc tinh theo diem trung 
binh tich luy x6p lc* kha troy len c6 the dugc dang 14.  h9c truac mot s6 hoc phAn cua 
chuang trinh dao tao Thac si. S6 tin chi dugc cong nhan khong vtrat qua 15 tin chi. 
3. Nhang hoc phAn (lilac xem xet cong nhAn va chuyen d6i tin chi theo khoan (1) va 
(2) dieu nay can dap ling cac yeu cAu dtrai day: 
a) Dap irng chuan dAu ra, yeu cAu ve giang vien, kh6i lugng h9c tap cua hoc phan 
trong chuang trinh dao tao Thac si. 
b) Diem danh gia dat tir diern'C (hoac twang duang) trof len. 
c) Thai diem hoan thanh kh6ng qua 5 nam tinh tai tiled diem xet cong nhan, chuyen 
4. Twang xet duyet dixa tren don de nghi dm hoc vien. Neu dugc chap thuan du dieu 
kien chuyen d6i theo quy dinh tai khoan (1) va (2) dieu nay, hoc vien dugc mien hoc 
va mien hoc phi hoc phAn chuyen d6i. Diem hoc phAn chuyen d6i dugc ghi than la 
""Dat"" tren bang diem tot nghiep Thac si (a mix diem cac hoc phAn chuyen d6i). 
Chuang II 
To cllec VA QUAN LV DAO TAO 
Dieu 5. Tochircdaotao 
1. Dia diem ciao tao tai cac ca sa giang day va lam viec cua Vien Quail tri va Cong 
nghe FSB, thu6c Trueng Dai hoc FPT. 
2. Tieu chuAn, trach nhiern va quyen han cua giang vien tham gia giang day trinh d6 
Thac si phai tuan thu cac quy dinh h*i hanh tai DiL 54, Dieu 55, Dieu 57 va Dieu 
58 LuAt Gido due dai hoc (da dugc sira d6i, b6 sung nam 2018). 
3",2267,487,908,Ban hành Quy chế đào tạo trình độ Thạc sĩ.pdf,"[-0.0315132  -0.04965147  0.04949822  0.04937762  0.04888312 -0.04116578
  0.04482476 -0.04965046 -0.04964528  0.04965108 -0.04906435 -0.04956786
 -0.04820728 -0.03053383  0.01736351 -0.04064529 -0.01321743  0.04588696
 -0.04668773  0.0036602   0.04964955  0.04924766  0.0494793   0.04964924
 -0.04930452  0.04697604 -0.04908219 -0.04860602 -0.04964905  0.04920726
  0.04965144 -0.02174976 -0.03554923 -0.04964035  0.04913729  0.04936423
 -0.0494219   0.04960351 -0.043144    0.02528932 -0.04744912  0.04424566
 -0.02832125  0.04676733 -0.01590752  0.04945778  0.04930266 -0.03710092
  0.0443375  -0.04932448 -0.04942517  0.04955197 -0.04965147 -0.04811274
 -0.04588208  0.04963807  0.04965147  0.04961098 -0.04965147 -0.04952318
  0.04901757 -0.02842376 -0.04760277  0.0481682   0.04932028 -0.04965107
  0.03517889 -0.03633283  0.04964225 -0.03457412  0.0455333   0.04964878
  0.04912177  0.04965147  0.0419538   0.04964051  0.042954   -0.04965103
 -0.04910278 -0.04904407 -0.04834865  0.0496514  -0.04759801 -0.04961103
  0.03683894  0.02589199  0.04187804  0.04962822 -0.04715362  0.04964616
  0.0023255   0.04139874  0.04948247 -0.02418722  0.04940788  0.04965035
  0.0468687   0.04965147 -0.00284733 -0.03890032  0.04795216 -0.01482233
 -0.04964322  0.04947656  0.04964794  0.04941715  0.04950607 -0.04940771
  0.0005913  -0.04936634 -0.04960439 -0.04958754 -0.04958515  0.04962554
  0.0490063   0.01145642 -0.04965068 -0.0496421  -0.04849894 -0.04930364
  0.04876107  0.04962661  0.04893841  0.03647102  0.04965147 -0.0496472
  0.04965042 -0.04965137 -0.04841804  0.031583   -0.04715462 -0.01671364
  0.04965147  0.00710616 -0.04952797  0.04918807  0.04963692 -0.03332454
 -0.04964723 -0.04722034  0.04950043  0.04965147  0.0428847   0.04931927
 -0.04626038 -0.04962942 -0.04742638  0.04964079 -0.04219405  0.04867429
 -0.04945788 -0.04957799  0.04594364 -0.04384048 -0.03127509  0.04964876
 -0.02942164 -0.04965147 -0.04955532  0.04604185 -0.04965065 -0.04963246
  0.04963525  0.03313639  0.03480719  0.04512084 -0.04954804 -0.04959094
 -0.04680461 -0.04960518  0.04965122  0.03241061 -0.04964912  0.00200221
 -0.04963456 -0.04803378 -0.00212097 -0.04964939 -0.00939698 -0.04965145
  0.02158544  0.04493181 -0.04965134 -0.04965132  0.0432893  -0.04308482
  0.03218787  0.04965145  0.04919888 -0.04960737  0.04964856  0.04954287
 -0.03135524 -0.04965002 -0.04964909 -0.04888244 -0.04615085  0.04947389
  0.04752452 -0.04948111 -0.0496513   0.0413404   0.04964859  0.04965132
 -0.04821485 -0.04924142 -0.04964736 -0.04961191  0.04465451 -0.04934838
  0.04905436 -0.04948346  0.04959098  0.04962287 -0.04965147  0.0492106
  0.02334466 -0.00648649  0.01793896  0.04965048  0.04939659 -0.04965021
  0.04963031 -0.04852944 -0.04929837 -0.04965147 -0.04962905 -0.04965147
 -0.03713824 -0.04614239 -0.00961637  0.04826417  0.04965034 -0.04965147
 -0.04964533  0.01051172  0.04794497 -0.04912098  0.04959269 -0.03598681
  0.04963706  0.04838326  0.04953253 -0.04566786  0.04953351  0.04953096
  0.04938066  0.04177467 -0.0104926   0.04951334  0.04909632 -0.04964766
  0.04876941 -0.04919196  0.04962533 -0.04965147  0.04858961  0.04965147
  0.0495272   0.04774347 -0.04405855  0.04316868  0.04956983  0.04965147
 -0.02743292  0.03464416 -0.02923542  0.01478759 -0.04964729  0.04894571
 -0.04965132  0.0496514  -0.04820826  0.04623218  0.04797833 -0.04962868
  0.04964101  0.04963987  0.0352734   0.04965147 -0.04167759  0.04963006
  0.04906246 -0.04943154 -0.04620992  0.04964354 -0.04953992  0.04955935
 -0.04113651  0.049651    0.03124391 -0.03523316  0.04896438  0.01126566
 -0.04049219 -0.02561997 -0.01319701  0.0489531  -0.00441029  0.04271991
 -0.04964048 -0.04394285 -0.04884447  0.03920252  0.04015535  0.04722415
 -0.04887158 -0.04965141  0.04245444  0.04965145  0.04929746  0.04864435
 -0.04965144  0.03932501  0.04560684 -0.04825848  0.04911603 -0.01360395
 -0.04953674 -0.04965147 -0.0484355   0.04833375  0.04965147  0.02878851
  0.04920065 -0.04941988  0.01460363  0.04963263 -0.04965128  0.04908947
 -0.0386574  -0.04898708  0.02243237  0.04965147 -0.00403454 -0.04954888
  0.0496379   0.04481074  0.04964597 -0.04935742 -0.04346951 -0.03236733
  0.04965147  0.0494136   0.0460788   0.04442751 -0.0393974   0.04705048
  0.03734358  0.04958173 -0.00551575 -0.02923519  0.04489751  0.04632615
  0.04962428  0.04926899 -0.04965147 -0.04964577 -0.04965145  0.04964506
  0.04956553 -0.03728196 -0.00791113  0.04964378  0.04936746 -0.03077896
  0.04948762 -0.03471124 -0.04834073  0.0487901   0.04740358 -0.04956706
 -0.00256022  0.04963049  0.04965026  0.04722156 -0.04965034 -0.04814446
 -0.04955203 -0.0156688   0.03489614 -0.04964879 -0.0278492  -0.04964709
 -0.00039482 -0.0496502   0.04965147  0.04816755  0.04965022  0.03122562
  0.04965135 -0.04956598  0.03165809 -0.04326727  0.03895124  0.03923101
 -0.04933867 -0.04965147 -0.04852041 -0.02306189  0.03658044  0.04953999
  0.0496084   0.04779403 -0.04948873 -0.04965143 -0.02321997  0.0424074
 -0.01320385 -0.02278058 -0.04928162 -0.03602115 -0.02393073 -0.00896154
 -0.0492755  -0.04965137  0.04965071 -0.04867237  0.04688015 -0.04138715
 -0.04311673  0.04541102 -0.04963451  0.04592996 -0.0485293   0.04904648
 -0.04965147  0.00317501 -0.0496475  -0.03943535 -0.03609733 -0.02945769
  0.04952968  0.04931936 -0.03403733  0.04914109 -0.04965147  0.04411231
 -0.04965139 -0.01534647  0.04951214  0.02571754 -0.04837044  0.04114675
  0.00366047  0.00409899 -0.04579802  0.03079266 -0.04959604 -0.04628159
 -0.03771596 -0.04253293 -0.04963899  0.04601036  0.03333711 -0.04965147
 -0.04958743  0.04965147  0.01960782 -0.04965147  0.04961315 -0.01909601
 -0.0495874  -0.04960562  0.02450328 -0.04954235 -0.04629791  0.00491397
  0.04958898  0.04945277 -0.04941046 -0.04953635  0.04881671  0.04965145
 -0.04634595 -0.04896737  0.04938404  0.01029526  0.00065801  0.04963966
 -0.04959252  0.0496496  -0.04725958 -0.03130569  0.04943579  0.04965125
  0.00032226  0.04823181  0.02255348  0.04965118 -0.04626521  0.0495672
 -0.00473613  0.01426935 -0.04965074 -0.02190979 -0.0433186  -0.03389912
 -0.04965136  0.04078517 -0.04784819 -0.04964963 -0.04937072 -0.04965147
  0.00672898  0.04963545  0.0496441  -0.04815133  0.03215194  0.0432678
 -0.04796641 -0.04965147]"
